"Season","Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"2000","Hector Carrasco","- - -","5","4","1","69","1","78.2","7.32","4.35","0.92",".328","71.2 %"," "," ","4.69","4.43"," ","0.5","1240"
"2005","Miguel Batista","Blue Jays","5","8","31","71","0","74.2","6.51","3.25","1.08",".297","72.6 %","46.3 %","11.1 %","4.10","4.31","4.24","0.5","46"
"2003","Erasmo Ramirez","Rangers","3","1","0","34","0","49.0","5.14","1.65","0.73",".271","71.2 %","41.1 %","9.3 %","3.86","3.75","3.96","0.5","1699"
"2004","Gary Knotts","Tigers","7","6","2","36","19","135.1","5.39","3.86","1.33",".280","68.8 %","42.8 %","11.9 %","5.25","5.15","4.99","0.5","1428"
"2006","Fernando Rodney","Tigers","7","4","7","63","0","71.2","8.16","4.27","0.75",".236","67.4 %","56.5 %","10.0 %","3.52","4.18","4.27","0.5","494"
"2001","Jesus Sanchez","Marlins","2","4","0","16","9","62.2","6.61","4.45","1.01",".287","72.5 %"," "," ","4.74","4.61"," ","0.5","1476"
"2001","Graeme Lloyd","Expos","9","5","1","84","0","70.1","5.63","2.69","0.77",".301","68.0 %"," "," ","4.35","4.06"," ","0.5","783"
"2008","Matt Herges","Rockies","3","4","0","58","0","64.1","6.44","3.36","0.70",".346","67.3 %","39.8 %","6.8 %","5.04","4.06","4.55","0.5","780"
"2001","Scott MacRae","Reds","0","1","0","24","0","31.1","5.17","2.30","0.00",".306","65.1 %"," "," ","4.02","2.86"," ","0.5","1007935"
"2009","Jason Berken","Orioles","6","12","0","24","24","119.2","4.96","3.31","1.43",".341","65.1 %","39.0 %","11.7 %","6.54","5.31","5.02","0.5","5673"
"2008","Dustin Moseley","Angels","2","4","0","12","10","50.1","6.62","3.58","1.07",".372","64.6 %","47.7 %","10.9 %","6.79","4.52","4.41","0.5","7060"
"2007","Matt Herges","Rockies","5","1","0","35","0","48.2","5.55","2.77","0.74",".211","73.7 %","46.5 %","7.4 %","2.96","4.00","4.32","0.5","780"
"2001","Jeremy Fikac","Padres","2","0","0","23","0","26.1","6.49","1.71","0.68",".181","82.4 %"," "," ","1.37","3.28"," ","0.5","1031"
"2008","Clay Buchholz","Red Sox","2","9","0","16","15","76.0","8.53","4.86","1.30",".355","60.5 %","47.7 %","14.7 %","6.75","4.82","4.24","0.5","3543"
"2000","Blake Stein","Royals","8","5","0","17","17","107.2","6.52","4.76","1.59",".257","76.9 %"," "," ","4.68","5.65"," ","0.5","632"
"2002","Britt Reames","Expos","1","4","0","42","6","68.0","10.06","5.03","1.06",".339","69.1 %","52.7 %","15.1 %","5.03","4.07","3.61","0.5","794"
"2004","Chris George","Royals","1","2","0","10","7","42.0","3.21","5.36","0.21",".355","55.0 %","34.4 %","1.5 %","7.29","4.43","6.35","0.5","601"
"2007","Pat Misch","Giants","0","4","0","18","4","40.1","5.80","2.68","0.67",".331","70.4 %","42.9 %","6.8 %","4.24","3.96","4.36","0.5","5909"
"2007","Carlos Villanueva","Brewers","8","5","1","59","6","114.1","7.79","4.17","1.26",".267","78.0 %","36.3 %","10.4 %","3.94","4.80","4.67","0.5","4138"
"2009","Dan Meyer","Marlins","3","2","2","71","0","58.1","8.64","3.24","1.08",".255","76.0 %","35.6 %","9.1 %","3.09","3.87","4.04","0.5","4402"
"2005","Fernando Cabrera","Indians","2","1","0","15","0","30.2","8.51","3.23","0.29",".277","83.3 %","34.9 %","3.3 %","1.47","2.63","3.55","0.5","2105"
"2007","Eric Milton","Reds","0","4","0","6","6","31.1","5.17","2.59","1.15",".313","63.7 %","25.9 %","7.1 %","5.17","4.61","5.19","0.5","743"
"2007","Joel Pineiro","- - -","7","5","0","42","11","97.2","5.53","2.40","1.29",".303","75.2 %","48.6 %","12.5 %","4.33","4.73","4.31","0.5","1094"
"2000","Carlos Perez","Dodgers","5","8","0","30","22","144.0","4.00","2.06","1.56",".327","69.7 %"," "," ","5.56","5.36"," ","0.5","1010179"
"2007","Lenny DiNardo","Athletics","8","10","0","35","20","131.1","4.04","3.43","0.89",".286","67.3 %","56.3 %","11.6 %","4.11","4.84","4.62","0.5","1894"
"2004","Yhency Brazoban","Dodgers","6","2","0","31","0","32.2","7.44","4.13","0.55",".258","83.3 %","31.4 %","4.8 %","2.48","3.57","4.60","0.5","2150"
"2002","Kelvim Escobar","Blue Jays","5","7","38","76","0","78.0","9.81","5.08","1.15",".308","77.3 %","44.5 %","11.6 %","4.27","4.33","4.19","0.5","1298"
"2002","Mark Wohlers","Indians","3","4","7","64","0","71.1","5.80","3.28","0.76",".291","64.4 %","54.0 %","9.4 %","4.79","3.99","4.13","0.5","414"
"2004","Dan Haren","Cardinals","3","3","0","14","5","46.0","6.26","3.33","0.78",".293","70.2 %","45.0 %","7.3 %","4.50","4.03","4.60","0.5","1757"
"2001","Jose Jimenez","Rockies","6","1","17","56","0","55.0","6.05","3.60","0.98",".291","73.3 %"," "," ","4.09","4.32"," ","0.5","435"
"2003","Kiko Calero","Cardinals","1","1","1","26","1","38.1","11.97","4.70","1.17",".282","88.4 %","27.3 %","11.6 %","2.82","3.71","3.65","0.5","1676"
"2006","Michael Wuertz","Cubs","3","1","0","41","0","40.2","9.30","3.54","1.11",".270","84.4 %","53.6 %","15.2 %","2.66","3.93","3.48","0.5","1856"
"2002","Blaine Neal","Marlins","3","0","0","32","0","33.0","9.00","3.82","0.27",".323","76.2 %","41.7 %","2.9 %","2.73","2.63","3.66","0.5","1468"
"2003","Mickey Callaway","- - -","1","7","0","23","7","60.2","6.08","3.56","1.04",".367","59.9 %","50.9 %","13.2 %","6.68","4.47","4.24","0.5","7"
"2002","Travis Driskill","Orioles","8","8","0","29","19","132.2","5.29","3.26","1.42",".297","72.5 %","46.6 %","15.0 %","4.95","5.11","4.51","0.5","134"
"2006","Edward Mujica","Indians","0","1","0","10","0","18.1","5.89","0.00","0.49",".375","81.3 %","26.2 %","2.8 %","2.95","2.71","4.76","0.5","3970"
"2004","Kazuhito Tadano","Indians","1","1","0","14","4","50.1","6.97","3.22","1.07",".308","68.1 %","33.5 %","8.5 %","4.65","4.30","4.76","0.5","1917"
"2006","Jonathan Sanchez","Giants","3","1","0","27","4","40.0","7.42","5.17","0.45",".301","63.3 %","35.8 %","3.6 %","4.95","4.17","5.46","0.5","7507"
"2006","Sean Marshall","Cubs","6","9","0","24","24","125.2","5.51","4.23","1.43",".280","66.5 %","46.8 %","13.7 %","5.59","5.57","5.13","0.5","5905"
"2008","Collin Balester","Nationals","3","7","0","15","15","80.0","5.62","3.15","1.35",".305","66.9 %","39.6 %","11.5 %","5.51","5.11","4.87","0.5","6883"
"2006","Doug Brocail","Padres","2","2","0","25","0","28.1","6.04","2.54","0.32",".286","56.6 %","40.2 %","3.4 %","4.76","3.11","4.09","0.5","551"
"2006","Juan Mateo","Cubs","1","3","0","11","10","45.2","6.90","4.53","1.18",".315","67.1 %","41.0 %","12.8 %","5.32","5.03","4.77","0.5","3753"
"2009","Edward Mujica","Padres","3","5","2","67","4","93.2","7.30","1.83","1.35",".306","72.7 %","39.0 %","11.0 %","3.94","4.03","3.86","0.5","3970"
"2009","Bud Norris","Astros","6","3","0","11","10","55.2","8.73","4.04","1.46",".316","78.0 %","37.2 %","12.9 %","4.53","4.77","4.32","0.5","9492"
"2003","Bronson Arroyo","Red Sox","0","0","1","6","0","17.1","7.27","2.08","0.00",".213","66.7 %","36.2 %","0.0 %","2.08","2.28","4.05","0.5","978"
"2004","Antonio Alfonseca","Braves","6","4","0","79","0","73.2","5.50","3.42","0.61",".281","81.5 %","61.3 %","10.9 %","2.57","3.85","3.85","0.5","260"
"2001","Rich Rodriguez","Indians","2","2","0","53","0","39.0","7.15","3.92","0.46",".320","62.9 %"," "," ","4.15","3.59"," ","0.5","1276"
"2000","Brett Tomko","Mariners","7","5","1","32","8","92.1","5.75","3.90","1.17",".279","69.4 %"," "," ","4.68","4.94"," ","0.5","1056"
"2000","Daniel Garibay","Cubs","2","8","0","30","8","74.2","5.54","4.70","1.08",".316","64.1 %"," "," ","6.03","5.08"," ","0.5","1004536"
"2004","Shigetoshi Hasegawa","Mariners","4","6","0","68","0","68.0","6.09","4.10","0.66",".287","62.4 %","39.7 %","6.1 %","5.16","4.11","4.87","0.5","1082"
"2006","Taylor Tankersley","Marlins","2","1","3","49","0","41.0","10.10","5.71","0.88",".287","84.6 %","44.0 %","10.0 %","2.85","4.15","4.25","0.4","8249"
"2003","Chad Fox","- - -","3","3","3","38","0","43.1","9.55","6.44","0.62",".274","81.2 %","34.5 %","6.3 %","3.12","4.02","4.74","0.4","684"
"2008","J.A. Happ","Phillies","1","0","0","8","4","31.2","7.39","3.98","0.85",".266","77.3 %","30.9 %","7.5 %","3.69","4.14","4.58","0.4","7410"
"2000","Dave Coggin","Phillies","2","0","0","5","5","27.0","5.67","4.00","0.67",".351","62.0 %"," "," ","5.33","4.28"," ","0.4","951"
"2000","Aaron Fultz","Giants","5","2","1","58","0","69.1","8.05","3.63","1.04",".298","69.1 %"," "," ","4.67","4.19"," ","0.4","1113"
"2001","Scott Stewart","Expos","3","1","3","62","0","47.2","7.36","2.45","0.94",".273","75.0 %"," "," ","3.78","3.78"," ","0.4","797"
"2001","Mike Morgan","Diamondbacks","1","0","0","31","1","38.0","5.68","4.03","0.47",".344","71.0 %"," "," ","4.26","3.81"," ","0.4","67"
"2003","Rick Helling","- - -","8","8","0","35","24","155.0","5.69","2.61","1.80",".284","73.6 %","36.0 %","15.0 %","5.17","5.47","4.81","0.4","58"
"2007","Chad Cordero","Nationals","3","3","37","76","0","75.0","7.44","3.48","0.96",".302","78.7 %","38.1 %","8.2 %","3.36","4.13","4.39","0.4","1816"
"2000","Kevin Walker","Padres","7","1","0","70","0","66.2","7.56","5.13","0.68",".240","67.1 %"," "," ","4.19","4.36"," ","0.4","1060"
"2005","Wandy Rodriguez","Astros","10","10","0","25","22","128.2","5.60","3.71","1.33",".290","67.3 %","45.8 %","14.8 %","5.53","5.12","4.57","0.4","2586"
"2004","Rheal Cormier","Phillies","4","5","0","84","0","81.0","5.11","2.89","0.78",".256","75.7 %","53.7 %","9.7 %","3.56","4.18","4.32","0.4","952"
"2006","Steve Trachsel","Mets","15","8","0","30","30","164.2","4.32","4.26","1.26",".293","73.7 %","41.5 %","10.1 %","4.97","5.50","5.62","0.4","898"
"2009","Kyle Davies","Royals","8","9","0","22","22","123.0","6.29","4.83","1.32",".286","69.5 %","42.4 %","11.7 %","5.27","5.31","5.05","0.4","3642"
"2004","Luis Vizcaino","Brewers","4","4","1","73","0","72.0","7.88","3.00","1.50",".247","73.7 %","34.8 %","12.1 %","3.75","4.51","4.29","0.4","714"
"2000","Ismael Valdez","- - -","2","7","0","21","20","107.0","6.22","3.36","1.85",".309","72.0 %"," "," ","5.64","5.63"," ","0.4","1283"
"2008","Yovani Gallardo","Brewers","0","0","0","4","4","24.0","7.50","3.00","1.13",".288","96.9 %","40.0 %","9.7 %","1.88","4.09","4.17","0.4","8173"
"2008","D.J. Carrasco","White Sox","1","0","0","31","0","38.2","6.98","3.26","0.47",".262","69.3 %","51.4 %","6.7 %","3.96","3.73","4.08","0.4","1666"
"2006","Jamie Walker","Tigers","0","1","0","56","0","48.0","6.94","1.50","1.50",".273","91.3 %","30.6 %","11.1 %","2.81","4.27","4.21","0.4","502"
"2008","Brandon Morrow","Mariners","3","4","10","45","5","64.2","10.44","4.73","1.39",".205","80.0 %","33.1 %","12.8 %","3.34","4.40","3.98","0.4","9346"
"2004","Mike Koplove","Diamondbacks","4","4","2","76","0","87.0","5.69","3.83","0.72",".296","72.8 %","56.0 %","10.0 %","4.03","4.28","4.38","0.4","63"
"2006","Brian Stokes","Devil Rays","1","0","0","5","4","24.0","5.62","3.37","0.75",".349","73.3 %","40.0 %","5.3 %","4.87","4.23","5.37","0.4","8653"
"2005","Denny Bautista","Royals","2","2","0","7","7","35.2","5.80","4.29","0.50",".293","61.3 %","64.0 %","7.7 %","5.80","4.06","4.33","0.4","1947"
"2000","Doug Davis","Rangers","7","6","0","30","13","98.2","6.02","5.29","1.28",".307","72.5 %"," "," ","5.38","5.50"," ","0.4","1244"
"2001","Josh Fogg","White Sox","0","0","0","11","0","13.1","11.48","2.03","0.00",".313","78.6 %"," "," ","2.03","1.40"," ","0.4","989"
"2007","Kason Gabbard","- - -","6","1","0","15","15","81.1","6.09","4.54","0.89",".258","70.6 %","54.9 %","11.4 %","4.65","4.94","4.74","0.4","3418"
"2009","Russ Springer","- - -","1","4","1","74","0","57.0","9.16","2.68","1.42",".345","80.4 %","19.2 %","8.3 %","4.11","4.06","4.52","0.4","1652"
"2000","Ariel Prieto","Athletics","1","2","0","8","6","31.2","5.40","3.69","0.85",".348","67.6 %"," "," ","5.12","4.49"," ","0.4","1010536"
"2009","Hong-Chih Kuo","Dodgers","2","0","0","35","0","30.0","9.60","3.90","0.60",".253","78.3 %","45.8 %","7.1 %","3.00","3.33","3.69","0.4","7016"
"2004","John Parrish","Orioles","6","3","1","56","1","78.0","8.19","6.35","0.46",".291","72.3 %","52.9 %","6.3 %","3.46","4.13","4.61","0.4","160"
"2009","Franklin Morales","Rockies","3","2","7","40","2","40.0","9.23","5.18","0.90",".309","70.9 %","27.0 %","7.3 %","4.50","4.15","4.65","0.4","5088"
"2000","Turk Wendell","Mets","8","6","1","77","0","82.2","7.95","4.46","0.98",".234","75.0 %"," "," ","3.59","4.45"," ","0.4","975"
"2000","Lorenzo Barcelo","White Sox","4","2","0","22","1","39.0","6.00","2.08","1.15",".248","72.2 %"," "," ","3.69","4.16"," ","0.4","1435"
"2004","Alan Embree","Red Sox","2","2","0","71","0","52.1","6.36","1.89","1.20",".261","64.5 %","38.2 %","11.1 %","4.13","4.06","4.03","0.4","1030"
"2005","Ted Lilly","Blue Jays","10","11","0","25","25","126.1","6.84","4.13","1.64",".290","71.4 %","36.7 %","13.9 %","5.56","5.32","4.76","0.4","833"
"2009","Manny Corpas","Rockies","1","3","1","35","0","33.2","6.42","1.87","0.80",".369","62.8 %","48.6 %","9.1 %","5.88","3.54","3.67","0.4","2807"
"2005","Roberto Novoa","Cubs","4","5","0","49","0","44.2","9.47","5.04","0.81",".333","75.3 %","38.2 %","8.5 %","4.43","3.76","4.05","0.4","2217"
"2005","Jim Mecir","Marlins","1","4","0","52","0","43.1","7.06","3.53","0.42",".294","75.6 %","43.1 %","5.3 %","3.12","3.57","4.18","0.4","930"
"2006","Bryan Corey","- - -","2","1","0","32","0","39.0","6.46","3.46","0.23",".283","71.2 %","40.3 %","2.4 %","3.69","3.35","4.53","0.4","1439"
"2008","Jamey Wright","Rangers","8","7","0","75","0","84.1","6.40","3.74","0.53",".325","61.2 %","61.9 %","10.0 %","5.12","4.01","4.02","0.4","715"
"2005","Geoff Geary","Phillies","2","1","0","40","0","58.0","6.52","3.26","0.78",".275","68.1 %","44.1 %","8.6 %","3.72","3.83","4.09","0.4","1813"
"2007","Tyler Walker","Giants","2","0","0","15","0","14.1","5.65","2.51","0.00",".300","87.5 %","35.0 %","0.0 %","1.26","2.82","4.48","0.4","901"
"2003","Mark Corey","Pirates","1","2","0","22","0","30.1","8.01","3.26","0.59",".300","57.6 %","32.6 %","5.9 %","5.34","3.30","4.07","0.4","870"
"2004","Jaime Cerda","Royals","1","4","2","53","0","45.2","6.50","5.91","0.20",".288","73.0 %","32.1 %","1.5 %","3.15","4.06","5.79","0.4","1532"
"2007","John Danks","White Sox","6","13","0","26","26","139.0","7.06","3.50","1.81",".309","70.5 %","34.8 %","13.8 %","5.50","5.54","4.76","0.4","6329"
"2004","Allan Simpson","Rockies","2","1","0","32","0","39.0","10.62","4.62","0.92",".367","67.3 %","32.1 %","8.2 %","5.08","3.87","4.32","0.4","1864"
"2004","Gustavo Chacin","Blue Jays","1","1","0","2","2","14.0","3.86","1.93","0.00",".190","75.0 %","42.9 %","0.0 %","1.93","3.05","4.67","0.4","2060"
"2009","LaTroy Hawkins","Astros","1","4","11","65","0","63.1","6.39","2.27","0.99",".280","90.9 %","44.8 %","11.9 %","2.13","3.97","3.75","0.4","729"
"2005","Brandon McCarthy","White Sox","3","2","0","12","10","67.0","6.45","2.28","1.75",".249","81.2 %","35.4 %","15.1 %","4.03","4.96","4.21","0.4","4662"
"2004","Gavin Floyd","Phillies","2","0","0","6","4","28.1","7.62","5.08","0.32",".300","78.5 %","48.1 %","4.0 %","3.49","4.04","4.83","0.4","3886"
"2003","Chris Capuano","Diamondbacks","2","4","0","9","5","33.0","6.27","3.00","0.82",".250","62.8 %","48.4 %","10.3 %","4.64","4.36","4.46","0.4","1701"
"2000","Mike Williams","Pirates","3","4","24","72","0","72.0","8.88","5.00","1.00",".261","74.3 %"," "," ","3.50","4.44"," ","0.4","1014"
"2008","Dennys Reyes","Twins","3","0","0","75","0","46.1","7.58","2.91","0.78",".281","87.6 %","59.7 %","13.3 %","2.33","3.67","3.40","0.4","444"
"2000","Ryan Kohlmeier","Orioles","0","1","13","25","0","26.1","5.81","5.13","0.34",".333","82.6 %"," "," ","2.39","4.05"," ","0.4","1007082"
"2007","Chuck James","Braves","11","10","0","30","30","161.1","6.47","3.24","1.79",".273","81.9 %","31.0 %","13.1 %","4.24","5.48","4.80","0.4","4886"
"2006","Jon Huber","Mariners","2","1","0","16","0","16.2","5.94","3.24","0.00",".204","81.3 %","50.0 %","0.0 %","1.08","2.91","4.09","0.4","3109"
"2001","Nelson Cruz","Astros","3","3","2","66","0","82.1","8.20","2.62","1.20",".274","71.4 %"," "," ","4.15","4.17"," ","0.4","554"
"2005","Justin Speier","Blue Jays","3","2","0","65","0","66.2","7.56","2.03","1.35",".211","88.5 %","33.0 %","11.0 %","2.57","4.10","4.03","0.4","451"
"2007","Hong-Chih Kuo","Dodgers","1","4","0","8","6","30.1","8.01","4.15","0.89",".337","52.4 %","30.5 %","6.4 %","7.42","4.23","4.89","0.4","7016"
"2009","Matt Harrison","Rangers","4","5","0","11","11","63.1","4.83","3.27","1.28",".335","67.5 %","46.8 %","13.2 %","6.11","5.05","4.62","0.4","5551"
"2003","Gabe White","- - -","5","1","0","46","0","46.2","5.59","1.54","1.35",".257","72.4 %","27.6 %","9.2 %","4.05","4.38","4.81","0.4","360"
"2003","Rod Beck","Padres","3","2","20","36","0","35.1","8.15","2.80","1.02",".228","95.5 %","51.1 %","14.3 %","1.78","3.71","3.39","0.4","1730"
"2008","Phil Hughes","Yankees","0","4","0","8","8","34.0","6.09","3.97","0.79",".348","60.2 %","34.5 %","6.7 %","6.62","4.34","4.94","0.4","7450"
"2004","Scott Williamson","Red Sox","0","1","1","28","0","28.2","8.79","5.65","0.00",".155","81.3 %","42.9 %","0.0 %","1.26","3.29","4.83","0.4","361"
"2003","Ryan Vogelsong","Pirates","2","2","0","6","5","22.0","6.14","3.68","0.41",".358","55.6 %","38.5 %","3.8 %","6.55","3.76","4.89","0.4","1011"
"2006","Brandon Backe","Astros","3","2","0","8","8","43.0","3.98","3.77","0.84",".269","78.8 %","36.1 %","6.3 %","3.77","4.94","5.79","0.4","1529"
"2007","Edinson Volquez","Rangers","2","1","0","6","6","34.0","7.68","3.97","1.06",".303","72.7 %","38.2 %","9.8 %","4.50","4.56","4.55","0.4","3990"
"2006","Bill Bray","- - -","3","2","2","48","0","50.2","6.93","3.20","0.89",".325","71.0 %","43.8 %","9.8 %","4.09","4.02","4.15","0.4","8538"
"2004","John Halama","Devil Rays","7","6","0","34","14","118.2","4.47","2.05","1.29",".293","70.0 %","49.3 %","12.1 %","4.70","4.85","4.67","0.4","1080"
"2007","Shawn Chacon","Pirates","5","4","1","64","4","96.0","7.41","4.50","0.84",".302","78.6 %","43.8 %","8.3 %","3.94","4.53","4.74","0.4","424"
"2002","Justin Speier","Rockies","5","1","1","63","0","62.1","6.79","2.74","1.30",".232","69.5 %","29.4 %","9.6 %","4.33","4.39","4.60","0.4","451"
"2007","Ehren Wassermann","White Sox","1","1","0","33","0","23.0","5.48","2.74","0.00",".282","69.0 %","70.0 %","0.0 %","2.74","3.20","3.91","0.4","6380"
"2000","Kerry Ligtenberg","Braves","2","3","12","59","0","52.1","8.77","4.13","1.20",".267","80.4 %"," "," ","3.61","4.30"," ","0.4","100"
"2007","Dennis Sarfate","Astros","1","0","0","7","0","8.1","15.12","1.08","0.00",".313","83.3 %","62.5 %","0.0 %","1.08","0.24","0.84","0.4","2174"
"2009","Rodrigo Lopez","Phillies","3","1","0","7","5","30.0","5.70","3.30","0.90",".375","59.4 %","35.2 %","7.3 %","5.70","4.23","4.72","0.4","150"
"2007","Jared Burton","Reds","4","2","0","47","0","43.0","7.53","4.60","0.42",".228","75.2 %","45.2 %","4.3 %","2.51","3.84","4.58","0.4","8346"
"2008","Brian Shouse","Brewers","5","1","2","69","0","51.1","5.79","2.45","0.88",".256","77.4 %","61.9 %","16.1 %","2.81","3.93","3.46","0.4","630"
"2005","Jack Taschner","Giants","2","0","0","24","0","22.2","7.54","5.16","0.00",".238","82.1 %","32.3 %","0.0 %","1.59","3.06","5.01","0.4","2766"
"2008","Cory Wade","Dodgers","2","1","0","55","0","71.1","6.43","1.89","0.88",".222","79.7 %","40.8 %","9.2 %","2.27","3.78","3.91","0.4","7570"
"2000","John Rocker","Braves","1","2","24","59","0","53.0","13.08","8.15","0.85",".311","78.8 %"," "," ","2.89","4.29"," ","0.4","1273"
"2002","Mike DeJean","Brewers","1","5","27","68","0","75.0","7.80","4.68","0.84",".277","81.3 %","50.7 %","12.5 %","3.12","4.08","3.90","0.4","682"
"2008","Justin Hampson","Padres","2","1","0","35","0","30.2","5.58","2.93","0.29",".313","75.8 %","39.1 %","2.4 %","2.93","3.30","4.63","0.4","2209"
"2004","Damaso Marte","White Sox","6","5","6","74","0","73.2","8.31","4.15","1.22",".245","82.3 %","36.5 %","11.2 %","3.42","4.47","4.43","0.4","247"
"2003","Jesse Foppert","Giants","8","9","0","23","21","111.0","8.19","5.59","1.30",".280","69.5 %","34.3 %","11.1 %","5.03","5.03","5.05","0.4","1688"
"2006","Shawn Camp","Devil Rays","7","4","4","75","0","75.0","6.36","2.28","1.08",".350","71.4 %","57.3 %","15.0 %","4.68","4.33","3.90","0.4","1855"
"2000","Curtis Leskanic","Brewers","9","3","12","73","0","77.1","8.73","5.94","0.81",".259","87.1 %"," "," ","2.56","4.47"," ","0.4","694"
"2006","John Thomson","Braves","2","7","0","18","15","80.1","5.15","3.59","1.23",".304","64.5 %","44.0 %","11.3 %","4.82","5.05","4.97","0.4","453"
"2001","Gary Glover","White Sox","5","5","0","46","11","100.1","5.65","2.87","1.44",".261","65.4 %"," "," ","4.93","4.94"," ","0.4","234"
"2005","Kip Wells","Pirates","8","18","0","33","33","182.0","6.53","4.90","1.14",".290","68.4 %","44.7 %","12.0 %","5.09","5.04","4.85","0.4","1012"
"2002","Sun-Woo Kim","- - -","3","0","0","19","5","49.1","5.29","2.55","0.91",".297","68.9 %","42.3 %","8.5 %","4.74","4.08","4.42","0.4","197"
"2008","Garrett Mock","Nationals","1","3","0","26","3","41.0","10.10","5.05","0.88",".308","73.5 %","44.5 %","10.0 %","4.17","3.84","3.86","0.4","7335"
"2006","Matt Smith","- - -","0","1","0","26","0","20.2","9.15","5.23","0.00",".159","89.5 %","43.2 %","0.0 %","0.87","2.86","4.15","0.4","3053"
"2001","Hector Mercado","Reds","3","2","0","56","0","53.0","10.02","5.09","1.02",".338","75.7 %"," "," ","4.08","3.99"," ","0.4","960"
"2003","Dave Veres","Cubs","2","1","1","31","0","32.2","7.16","1.38","1.10",".320","68.7 %","37.3 %","10.3 %","4.68","3.58","3.73","0.4","1188"
"2007","Ryan Madson","Phillies","2","2","1","38","0","56.0","6.91","3.70","0.80",".262","81.8 %","47.3 %","9.4 %","3.05","4.20","4.23","0.4","1852"
"2002","Guillermo Mota","Dodgers","1","3","0","43","0","60.2","7.27","4.01","0.59",".236","64.3 %","38.3 %","5.5 %","4.15","3.64","4.45","0.4","1467"
"2006","Edgar Gonzalez","Diamondbacks","3","4","0","11","5","42.2","5.91","1.90","1.48",".281","78.4 %","38.0 %","10.8 %","4.22","4.81","4.82","0.4","1727"
"2006","Casey Fossum","Devil Rays","6","6","0","25","25","130.0","6.09","4.36","1.25",".286","65.7 %","45.9 %","12.9 %","5.33","5.32","5.03","0.4","188"
"2000","Wayne Gomes","Phillies","4","6","7","65","0","73.2","5.99","4.28","0.73",".286","67.9 %"," "," ","4.40","4.41"," ","0.4","191"
"2008","Ramon Troncoso","Dodgers","1","1","0","32","0","38.0","9.00","2.84","0.47",".333","67.1 %","60.8 %","11.1 %","4.26","3.00","2.94","0.4","4685"
"2006","Roberto Hernandez","Indians","1","10","0","38","7","74.2","6.99","3.74","1.08",".336","70.6 %","59.6 %","13.8 %","5.42","4.69","4.34","0.4","3273"
